,ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,RelIncAtLev,JobSwitchRate
425,425,50,No,Rare,RnD,29,4,Life Sciences,569,2,Male,2,4,Manager,3,Married,17046,0,No,15,3,2,1,28,2,3,27,10,15,7,892.0,0.0
426,426,30,No,None,RnD,2,3,Medical,571,3,Female,3,1,Laboratory Technician,4,Single,2564,0,No,14,3,3,0,12,2,2,11,7,6,7,-106.0,0.0
427,427,60,No,Frequent,Sales,28,3,Marketing,573,3,Female,2,3,Sales Executive,1,Married,10266,4,No,19,3,4,0,22,5,4,18,13,13,11,286.0,0.182
428,428,47,No,Rare,RnD,2,2,Medical,574,1,Female,3,2,Manufacturing Director,4,Single,5070,5,No,13,3,3,3,20,2,3,5,0,0,4,-270.0,0.25
429,429,46,No,Rare,RnD,2,3,Life Sciences,575,1,Male,3,4,Research Director,3,Married,17861,6,No,13,3,3,0,26,2,1,3,2,0,1,1707.0,0.231
430,430,35,No,Rare,RnD,22,3,Life Sciences,577,4,Male,1,1,Laboratory Technician,3,Single,4230,0,No,15,3,3,0,6,2,3,5,4,4,3,1560.0,0.0
431,431,54,No,Rare,RnD,8,4,Life Sciences,578,3,Female,3,2,Laboratory Technician,3,Single,3780,7,No,11,3,3,0,19,3,3,1,0,0,0,-1560.0,0.368
432,432,34,No,Rare,RnD,2,4,Life Sciences,579,4,Male,2,1,Research Scientist,3,Single,2768,3,No,12,3,3,1,14,3,3,7,3,5,7,98.0,0.214
433,433,46,No,Rare,Sales,10,3,Marketing,580,3,Female,2,3,Sales Executive,4,Married,9071,2,Yes,19,3,3,1,15,3,3,3,2,1,2,-909.0,0.133
434,434,31,No,Rare,RnD,9,1,Life Sciences,581,3,Male,3,3,Manufacturing Director,2,Single,10648,1,No,25,4,4,1,13,6,4,13,8,0,8,668.0,0.077
437,437,30,No,Rare,Sales,7,1,Marketing,585,4,Male,3,1,Sales Representative,2,Single,2983,0,No,14,3,1,0,4,3,3,3,2,1,2,313.0,0.0
438,438,35,No,Rare,RnD,16,3,Life Sciences,586,4,Male,3,3,Healthcare Representative,3,Married,7632,4,Yes,12,3,3,0,10,2,3,8,7,0,0,-2348.0,0.4
441,441,42,No,Frequent,RnD,5,2,Other,591,2,Male,3,1,Laboratory Technician,3,Married,2093,4,No,17,3,4,1,8,4,3,2,2,2,0,-577.0,0.5
442,442,36,No,None,Sales,10,4,Medical,592,2,Male,3,3,Sales Executive,4,Single,9980,1,No,14,3,4,0,10,3,2,10,3,9,7,0.0,0.1
444,444,48,No,Rare,Sales,2,5,Marketing,595,2,Female,3,2,Sales Executive,4,Married,4051,2,No,14,3,1,1,14,2,3,9,7,6,7,-1289.0,0.143
445,445,55,No,Rare,Sales,18,5,Life Sciences,597,1,Female,3,4,Manager,2,Single,16835,3,No,23,4,4,0,37,2,3,10,9,7,7,681.0,0.081
446,446,41,No,None,Sales,10,2,Life Sciences,599,4,Male,3,2,Sales Executive,4,Single,6230,7,No,14,3,4,0,16,3,3,14,3,1,10,890.0,0.438
447,447,35,No,Rare,Sales,1,3,Marketing,600,2,Male,3,2,Sales Executive,3,Married,4717,9,No,11,3,3,0,15,2,3,11,9,6,9,-623.0,0.6
448,448,40,No,Rare,RnD,6,3,Life Sciences,601,2,Female,3,4,Manufacturing Director,3,Single,13237,7,No,15,3,3,0,22,3,3,20,6,5,13,-2917.0,0.318
449,449,39,No,Frequent,RnD,8,1,Life Sciences,602,3,Female,3,1,Laboratory Technician,3,Married,3755,1,No,11,3,1,1,8,3,3,8,3,0,7,1085.0,0.125
450,450,31,No,Rare,Sales,2,1,Life Sciences,604,2,Male,3,2,Sales Executive,4,Single,6582,4,Yes,13,3,3,0,10,2,4,6,5,0,5,1242.0,0.4
451,451,42,No,Rare,RnD,24,3,Medical,605,4,Male,3,3,Manufacturing Director,1,Married,7406,1,Yes,21,4,4,1,10,5,2,10,9,5,8,-2574.0,0.1
452,452,45,No,Rare,Sales,2,3,Other,606,4,Male,3,2,Sales Executive,2,Married,4805,0,No,19,3,2,1,9,3,4,8,7,3,7,-535.0,0.0
454,454,29,No,Rare,RnD,19,3,Technical Degree,611,4,Male,3,2,Manufacturing Director,4,Single,4262,4,No,12,3,2,2,8,2,4,3,2,1,2,-1078.0,0.5
455,455,33,No,Rare,RnD,1,5,Medical,612,1,Female,4,4,Research Director,3,Single,16184,4,No,19,3,3,1,10,2,3,6,1,0,5,30.0,0.4
456,456,31,No,Rare,Sales,7,3,Life Sciences,613,3,Male,2,3,Manager,4,Single,11557,9,No,21,4,3,1,10,3,2,5,4,0,1,1577.0,0.9
458,458,40,No,None,Sales,28,3,Other,615,3,Male,1,3,Sales Executive,1,Single,10932,3,No,15,3,3,1,20,2,3,1,0,0,1,952.0,0.15
459,459,41,No,None,RnD,2,4,Other,616,1,Female,2,2,Healthcare Representative,3,Single,6811,2,Yes,17,3,1,0,10,3,3,8,7,0,7,1471.0,0.2
460,460,26,No,Rare,Sales,29,2,Medical,618,1,Male,3,2,Sales Executive,3,Single,4306,5,No,12,3,1,2,8,5,3,0,0,0,0,-1034.0,0.625
461,461,35,No,Rare,Sales,1,3,Medical,620,1,Female,3,2,Sales Executive,3,Single,4859,1,No,16,3,4,0,5,3,3,5,4,0,3,-481.0,0.2
462,462,34,No,Rare,Sales,21,4,Life Sciences,621,4,Male,4,2,Sales Executive,4,Single,5337,1,No,12,3,4,0,10,3,3,10,7,5,7,-3.0,0.1
464,464,37,No,Rare,RnD,1,3,Technical Degree,623,2,Female,3,3,Manufacturing Director,4,Single,7491,4,No,17,3,4,0,12,3,4,6,5,1,2,-2489.0,0.333
465,465,46,No,Frequent,RnD,18,1,Medical,624,1,Female,3,3,Healthcare Representative,3,Married,10527,5,No,11,3,4,0,28,3,2,2,2,1,2,547.0,0.179
466,466,41,No,Rare,Sales,2,5,Life Sciences,625,2,Female,3,4,Manager,1,Married,16595,7,No,16,3,2,1,22,2,3,18,16,11,8,441.0,0.318
467,467,37,No,None,Sales,9,4,Medical,626,1,Male,3,3,Sales Executive,2,Single,8834,1,No,13,3,4,1,9,6,3,9,5,7,7,-1146.0,0.111
468,468,52,No,Rare,RnD,6,2,Technical Degree,630,4,Male,3,2,Research Scientist,1,Single,5577,3,Yes,12,3,2,2,18,3,3,10,9,6,9,237.0,0.167
470,470,24,No,Frequent,Sales,24,3,Medical,632,4,Male,3,1,Sales Representative,4,Married,2400,0,No,13,3,3,2,3,3,3,2,2,2,1,-270.0,0.0
471,471,38,No,Rare,RnD,10,3,Medical,634,3,Female,3,2,Healthcare Representative,3,Married,9824,3,No,19,3,3,1,18,4,3,1,0,0,0,4484.0,0.167
472,472,37,No,Rare,RnD,1,4,Life Sciences,635,2,Female,3,2,Manufacturing Director,2,Married,6447,6,No,12,3,2,1,8,2,2,6,5,4,3,1107.0,0.75
473,473,49,No,Rare,RnD,18,4,Life Sciences,638,4,Male,2,5,Research Director,3,Single,19502,1,Yes,17,3,3,1,31,5,3,31,9,0,9,270.0,0.032
474,474,24,No,Rare,RnD,23,3,Medical,639,2,Male,4,1,Research Scientist,4,Married,2725,1,Yes,11,3,2,2,6,3,3,6,5,1,4,55.0,0.167
475,475,26,No,Rare,Sales,28,2,Marketing,641,1,Male,3,2,Sales Executive,2,Married,6272,1,No,20,4,4,2,6,5,4,5,3,1,4,932.0,0.167
476,476,24,No,Rare,RnD,17,2,Other,643,4,Male,2,1,Laboratory Technician,2,Married,2127,1,No,21,4,4,1,1,2,3,1,0,0,0,-543.0,1.0
477,477,50,No,Frequent,HR,3,3,Medical,644,1,Male,3,5,Manager,2,Married,18200,1,No,11,3,3,1,32,2,3,32,5,10,7,-1032.0,0.031
478,478,25,No,Rare,Sales,13,1,Medical,645,2,Male,3,1,Sales Representative,3,Married,2096,1,No,11,3,3,0,7,1,3,7,4,0,6,-574.0,0.143
481,481,34,No,Rare,RnD,1,2,Life Sciences,649,2,Male,2,1,Research Scientist,4,Married,3622,1,Yes,13,3,4,1,6,3,3,6,5,1,3,952.0,0.167
483,483,35,No,Rare,RnD,25,2,Other,652,1,Male,2,2,Laboratory Technician,4,Single,3681,4,No,14,3,4,0,9,3,3,3,2,0,2,-1659.0,0.444
484,484,31,No,Rare,Sales,6,4,Medical,653,1,Male,4,2,Sales Executive,4,Single,5460,4,No,22,4,4,2,13,4,4,7,7,5,7,120.0,0.308
485,485,27,No,Rare,RnD,6,4,Medical,655,1,Female,2,1,Research Scientist,3,Single,2187,0,No,12,3,3,2,6,5,2,5,3,0,3,-483.0,0.0
486,486,37,No,Rare,Sales,2,3,Marketing,656,4,Male,3,2,Sales Executive,3,Married,9602,4,Yes,11,3,3,1,17,3,2,3,0,1,0,4262.0,0.235
487,487,20,No,Rare,RnD,1,3,Life Sciences,657,4,Female,2,1,Research Scientist,2,Single,2836,1,No,13,3,4,0,1,0,4,1,0,0,0,166.0,1.0
488,488,42,No,Rare,RnD,2,4,Life Sciences,659,3,Female,3,2,Healthcare Representative,4,Married,4089,1,No,13,3,2,2,10,4,3,10,2,2,2,-1251.0,0.1
489,489,43,No,Rare,RnD,6,4,Other,661,2,Male,2,4,Research Director,4,Single,16627,4,Yes,14,3,3,1,21,3,2,1,0,0,0,473.0,0.19
490,490,38,No,Rare,RnD,1,1,Life Sciences,662,3,Female,3,1,Research Scientist,1,Single,2619,3,No,17,3,4,0,8,3,2,0,0,0,0,-51.0,0.375
491,491,43,No,Frequent,RnD,9,5,Medical,663,4,Male,3,2,Laboratory Technician,3,Single,5679,3,Yes,13,3,2,1,10,3,3,8,7,4,7,339.0,0.3
492,492,48,No,Rare,RnD,1,4,Life Sciences,664,4,Female,2,4,Manager,1,Married,15402,7,No,11,3,1,1,21,3,1,3,2,0,2,-752.0,0.333
493,493,44,No,Rare,HR,1,4,Life Sciences,665,1,Female,2,2,Human Resources,3,Single,5985,4,No,11,3,2,0,10,1,4,2,2,0,2,645.0,0.4
494,494,34,No,Rare,Sales,14,3,Technical Degree,666,3,Female,3,1,Sales Representative,3,Single,2579,1,Yes,18,3,4,2,8,3,3,8,2,0,6,-91.0,0.125
496,496,21,No,Rare,Sales,22,1,Technical Degree,669,3,Male,3,1,Sales Representative,3,Single,3447,1,No,11,3,3,0,3,2,3,3,2,1,2,777.0,0.333
497,497,44,No,Rare,RnD,3,4,Other,671,4,Male,3,5,Manager,4,Married,19513,4,Yes,12,3,1,1,26,2,4,2,2,0,1,281.0,0.154
498,498,22,No,Rare,RnD,6,1,Medical,675,1,Male,3,1,Research Scientist,3,Married,2773,0,No,20,4,4,0,3,3,3,2,2,2,2,103.0,0.0
499,499,33,No,Rare,Sales,8,4,Marketing,677,3,Male,3,2,Sales Executive,3,Single,7104,0,No,12,3,4,0,6,3,3,5,0,1,2,1764.0,0.0
500,500,32,No,Rare,RnD,9,4,Life Sciences,679,1,Female,3,2,Research Scientist,4,Married,6322,1,Yes,12,3,4,1,6,2,2,6,4,0,5,982.0,0.167
501,501,30,No,Frequent,RnD,3,3,Medical,680,3,Female,3,1,Research Scientist,3,Single,2083,1,No,20,4,3,1,1,2,3,1,0,0,0,-587.0,1.0
502,502,53,No,Rare,Sales,1,1,Medical,682,4,Female,3,2,Sales Executive,1,Single,8381,7,No,20,4,4,0,18,2,4,14,7,8,10,3041.0,0.389
503,503,34,No,Rare,RnD,1,5,Life Sciences,683,2,Male,3,1,Research Scientist,4,Married,2691,1,No,12,3,4,1,10,4,2,10,9,8,8,21.0,0.1
505,505,26,No,Rare,RnD,6,3,Life Sciences,686,3,Female,3,1,Laboratory Technician,4,Married,2659,1,Yes,13,3,3,1,3,2,3,3,2,0,2,-11.0,0.333
506,506,37,No,Rare,RnD,3,3,Other,689,3,Male,3,3,Manufacturing Director,3,Married,9434,1,No,15,3,3,1,10,2,3,10,7,7,8,-546.0,0.1
507,507,29,No,Rare,Sales,3,2,Medical,690,2,Female,3,2,Sales Executive,3,Married,5561,1,No,14,3,1,1,6,5,2,6,0,1,2,221.0,0.167
508,508,35,No,Rare,RnD,6,4,Life Sciences,691,2,Male,1,2,Research Scientist,4,Single,6646,1,No,13,3,2,0,17,3,3,17,11,11,8,1306.0,0.059
509,509,33,No,Frequent,RnD,6,3,Life Sciences,692,3,Male,3,2,Healthcare Representative,4,Single,7725,3,No,23,4,3,1,15,2,1,13,11,4,7,2385.0,0.2
510,510,54,No,Rare,HR,19,4,Medical,698,3,Male,3,3,Human Resources,2,Married,10725,2,No,15,3,3,1,16,1,4,9,7,7,1,745.0,0.125
511,511,36,No,Rare,RnD,9,2,Medical,699,2,Male,2,2,Manufacturing Director,2,Single,8847,2,Yes,11,3,3,1,13,2,3,3,2,0,2,3507.0,0.154
512,512,27,No,Rare,RnD,3,4,Medical,700,1,Male,2,1,Research Scientist,4,Single,2045,0,No,13,3,4,0,5,0,3,4,2,1,1,-625.0,0.0
515,515,35,No,None,RnD,3,3,Life Sciences,704,3,Male,2,1,Laboratory Technician,3,Married,1281,1,No,18,3,3,2,1,3,3,1,0,0,0,-1389.0,1.0
516,516,23,No,Rare,RnD,4,3,Medical,705,1,Male,4,1,Research Scientist,1,Married,2819,2,No,16,3,1,1,5,3,4,3,2,0,2,149.0,0.4
517,517,25,No,Rare,Sales,8,3,Life Sciences,707,4,Male,4,2,Sales Executive,2,Married,4851,0,No,22,4,3,1,4,4,3,3,2,1,2,-489.0,0.0
518,518,38,No,Rare,Sales,7,4,Marketing,709,4,Female,2,2,Sales Executive,4,Single,4028,0,No,20,4,1,0,8,2,3,7,7,0,5,-1312.0,0.0
519,519,29,No,Frequent,RnD,1,4,Life Sciences,710,2,Male,1,1,Research Scientist,4,Single,2720,1,No,18,3,4,1,10,5,3,10,7,2,8,50.0,0.1
520,520,48,No,Rare,Sales,2,1,Marketing,712,2,Male,4,2,Sales Executive,2,Married,8120,3,No,12,3,4,0,12,3,3,2,2,2,2,2780.0,0.25
521,521,27,No,Frequent,Sales,3,1,Medical,714,4,Female,4,2,Sales Executive,4,Single,4647,1,Yes,20,4,2,2,6,3,3,6,5,0,4,-693.0,0.167
522,522,37,No,Rare,RnD,10,2,Life Sciences,715,4,Male,4,1,Research Scientist,4,Single,4680,3,No,17,3,1,0,4,2,3,1,0,0,0,2010.0,0.75
523,523,50,No,Rare,RnD,28,1,Medical,716,4,Male,4,1,Laboratory Technician,3,Married,3221,1,Yes,11,3,3,3,20,3,3,20,8,3,8,551.0,0.05
524,524,34,No,Rare,RnD,9,3,Medical,717,4,Female,2,3,Healthcare Representative,2,Single,8621,1,No,14,3,2,0,9,3,4,8,7,7,7,-1359.0,0.111
526,526,39,No,Rare,RnD,2,4,Technical Degree,721,4,Female,2,2,Healthcare Representative,3,Single,4553,1,No,11,3,1,0,20,4,3,20,7,11,10,-787.0,0.05
527,527,32,No,Rare,Sales,10,3,Marketing,722,4,Male,3,2,Sales Executive,4,Single,5396,1,No,12,3,4,0,10,2,2,10,7,0,8,56.0,0.1
529,529,38,No,Rare,RnD,1,4,Life Sciences,724,2,Female,4,2,Healthcare Representative,4,Single,7625,0,No,13,3,3,0,10,4,2,9,7,1,8,2285.0,0.0
530,530,27,No,Rare,RnD,1,2,Life Sciences,725,3,Female,3,3,Manufacturing Director,1,Married,7412,1,No,11,3,4,0,9,3,3,9,7,0,7,-2568.0,0.111
531,531,32,No,Rare,RnD,3,2,Life Sciences,727,3,Female,3,3,Research Director,4,Single,11159,3,No,15,3,4,0,10,6,3,7,7,7,7,1179.0,0.3
532,532,47,No,Rare,Sales,14,4,Marketing,728,4,Male,3,2,Sales Executive,1,Single,4960,2,No,12,3,4,0,20,2,3,7,7,1,7,-380.0,0.1
533,533,40,No,Frequent,Sales,5,4,Life Sciences,729,4,Male,2,3,Sales Executive,1,Married,10475,5,Yes,21,4,3,1,20,2,3,18,13,1,12,495.0,0.25
534,534,53,No,Rare,RnD,7,3,Life Sciences,730,3,Male,4,4,Research Director,3,Married,14814,3,No,19,3,3,0,32,3,3,5,1,1,3,-1340.0,0.094
535,535,41,No,Rare,HR,10,4,Human Resources,731,2,Male,2,5,Manager,4,Single,19141,3,No,15,3,2,3,23,2,2,21,6,12,6,-91.0,0.13
536,536,60,No,Rare,Sales,16,4,Marketing,732,1,Male,3,2,Sales Executive,1,Single,5405,8,No,14,3,4,0,10,1,3,2,2,2,2,65.0,0.8
537,537,27,No,Frequent,RnD,10,2,Life Sciences,733,4,Male,3,3,Manufacturing Director,1,Single,8793,1,No,21,4,3,2,9,4,2,9,7,1,7,-1187.0,0.111
538,538,41,No,Rare,HR,1,3,Human Resources,734,4,Male,2,5,Manager,3,Married,19189,1,No,12,3,2,1,22,3,3,22,7,2,10,-43.0,0.045
539,539,50,No,Rare,Sales,8,4,Marketing,738,4,Male,3,1,Sales Representative,2,Married,3875,7,No,15,3,4,1,4,2,3,2,2,2,2,1205.0,1.75
541,541,36,No,None,RnD,8,3,Life Sciences,742,1,Female,4,3,Research Director,1,Married,11713,9,No,14,3,1,1,10,2,3,8,7,0,5,1733.0,0.9
542,542,38,No,Rare,RnD,1,3,Life Sciences,743,3,Female,3,3,Manufacturing Director,3,Single,7861,4,Yes,14,3,4,0,10,4,4,1,0,0,0,-2119.0,0.4
543,543,44,No,None,RnD,24,3,Medical,744,1,Male,1,1,Laboratory Technician,3,Single,3708,2,No,14,3,3,0,9,5,3,5,2,1,4,1038.0,0.222
544,544,47,No,Frequent,Sales,3,3,Medical,746,4,Female,3,4,Sales Executive,3,Single,13770,9,Yes,12,3,4,2,28,2,2,22,2,11,13,-2384.0,0.321
545,545,30,No,Rare,Sales,27,5,Marketing,747,3,Male,3,2,Sales Executive,4,Single,5304,7,No,23,4,4,1,10,2,2,8,7,7,7,-36.0,0.7
546,546,29,No,Rare,Sales,10,3,Life Sciences,749,3,Male,3,1,Sales Representative,3,Single,2642,1,No,11,3,3,0,1,6,3,1,0,0,0,-28.0,1.0
548,548,43,No,Frequent,Sales,15,3,Life Sciences,754,4,Male,2,2,Sales Executive,4,Married,6804,3,No,18,3,3,1,7,5,3,2,2,2,2,1464.0,0.429
549,549,34,No,Rare,RnD,8,2,Medical,757,2,Female,3,2,Healthcare Representative,3,Single,6142,3,No,11,3,4,0,10,2,3,5,1,4,3,802.0,0.3
550,550,23,No,Rare,RnD,9,1,Medical,758,2,Male,3,1,Laboratory Technician,1,Married,2500,1,No,14,3,4,1,5,2,4,4,3,0,2,-170.0,0.2
551,551,39,No,Rare,HR,3,3,Human Resources,760,3,Female,4,2,Human Resources,2,Married,6389,9,No,15,3,3,1,12,3,1,8,3,3,6,1049.0,0.75
552,552,56,No,Rare,RnD,9,3,Medical,762,3,Male,3,4,Healthcare Representative,4,Married,11103,7,No,11,3,3,0,30,1,2,10,7,1,1,-5051.0,0.233
553,553,40,No,Rare,RnD,2,1,Medical,763,4,Female,2,1,Research Scientist,4,Single,2342,0,Yes,20,4,4,0,5,2,2,4,2,2,3,-328.0,0.0
554,554,27,No,Rare,RnD,7,3,Medical,764,4,Female,2,2,Healthcare Representative,1,Single,6811,8,No,19,3,1,0,9,2,1,7,6,0,7,1471.0,0.889
555,555,29,No,Rare,Sales,10,3,Marketing,766,4,Male,3,1,Sales Representative,2,Single,2297,1,No,14,3,4,2,2,2,3,2,2,2,2,-373.0,0.5
556,556,53,No,Rare,RnD,6,3,Life Sciences,769,4,Male,3,2,Laboratory Technician,4,Single,2450,2,No,17,3,4,0,19,4,3,2,2,2,2,-2890.0,0.105
557,557,35,No,None,RnD,2,4,Life Sciences,771,4,Female,3,2,Healthcare Representative,1,Single,5093,2,No,11,3,1,1,16,2,4,1,0,0,0,-247.0,0.125
558,558,32,No,Frequent,RnD,24,4,Life Sciences,772,1,Male,3,2,Laboratory Technician,4,Married,5309,1,No,15,3,4,2,10,2,3,10,8,4,7,-31.0,0.1
559,559,38,No,Rare,RnD,2,5,Medical,773,4,Male,3,1,Research Scientist,3,Married,3057,6,Yes,13,3,2,1,6,0,1,1,0,0,1,387.0,1.0
560,560,34,No,Rare,RnD,8,5,Life Sciences,775,2,Female,3,2,Manufacturing Director,1,Single,5121,3,No,14,3,3,1,7,3,3,0,0,0,0,-219.0,0.429
561,561,52,No,Rare,Sales,3,4,Marketing,776,3,Male,2,4,Manager,1,Married,16856,1,No,11,3,1,0,34,3,4,34,6,1,16,702.0,0.029
563,563,25,No,Rare,Sales,26,1,Medical,781,3,Female,3,2,Sales Executive,4,Single,6180,1,No,23,4,2,0,6,5,2,6,5,1,4,840.0,0.167
564,564,45,No,Rare,Sales,2,2,Technical Degree,783,2,Male,1,2,Sales Representative,3,Single,6632,0,No,13,3,1,0,9,3,3,8,7,3,1,1292.0,0.0
565,565,23,No,Rare,RnD,10,1,Medical,784,1,Male,4,1,Research Scientist,3,Single,3505,1,No,18,3,4,0,2,3,3,2,2,0,2,835.0,0.5
567,567,34,No,Rare,Sales,2,3,Other,786,4,Male,3,2,Sales Executive,4,Single,6274,1,No,22,4,3,0,6,5,3,6,5,1,4,934.0,0.167
569,569,36,No,None,Sales,8,4,Life Sciences,789,1,Male,2,3,Sales Executive,1,Single,7587,1,No,15,3,2,0,10,1,3,10,7,0,9,-2393.0,0.1
570,570,52,No,None,RnD,19,4,Medical,791,4,Male,3,1,Research Scientist,4,Married,4258,0,No,18,3,1,1,5,3,3,4,3,1,2,1588.0,0.0
571,571,26,No,Frequent,RnD,1,2,Life Sciences,792,1,Female,1,1,Laboratory Technician,4,Single,4364,3,No,14,3,1,1,5,2,3,2,2,2,0,1694.0,0.6
572,572,29,No,Rare,RnD,27,3,Medical,793,2,Female,3,2,Healthcare Representative,3,Married,4335,4,No,12,3,1,1,11,3,2,8,7,1,1,-1005.0,0.364
574,574,34,No,Rare,RnD,1,4,Life Sciences,797,2,Female,4,1,Research Scientist,4,Single,3280,2,No,16,3,3,0,10,2,3,4,2,1,3,610.0,0.2
575,575,54,No,Rare,RnD,19,4,Medical,799,4,Female,3,2,Manufacturing Director,1,Single,5485,9,Yes,11,3,2,2,9,4,3,5,3,1,4,145.0,1.0
576,576,27,No,Frequent,Sales,8,1,Marketing,800,3,Male,3,2,Sales Executive,4,Married,4342,0,No,19,3,2,1,5,3,3,4,2,1,1,-998.0,0.0
577,577,37,No,Rare,RnD,10,1,Life Sciences,802,4,Female,3,1,Research Scientist,1,Single,2782,0,Yes,13,3,2,2,6,3,2,5,3,4,3,112.0,0.0
578,578,38,No,Frequent,RnD,2,4,Life Sciences,803,1,Female,4,2,Manufacturing Director,1,Single,5980,6,Yes,12,3,4,0,17,2,3,15,7,4,12,640.0,0.353
579,579,34,No,Rare,RnD,2,4,Medical,804,3,Female,2,1,Research Scientist,1,Single,4381,1,No,11,3,3,0,6,3,3,6,5,1,3,1711.0,0.167
580,580,35,No,Rare,Sales,8,4,Life Sciences,805,1,Female,3,1,Sales Representative,4,Married,2572,1,No,16,3,2,1,3,1,2,3,2,0,2,-98.0,0.333
581,581,30,No,Rare,RnD,1,3,Life Sciences,806,4,Male,1,1,Laboratory Technician,3,Married,3833,3,No,21,4,3,2,7,2,3,2,2,0,2,1163.0,0.429
582,582,40,No,Frequent,RnD,2,2,Medical,807,3,Female,4,2,Healthcare Representative,2,Married,4244,1,No,24,4,4,1,8,2,3,8,7,3,7,-1096.0,0.125
583,583,34,No,Rare,Sales,8,2,Life Sciences,808,3,Female,3,2,Sales Executive,1,Married,6500,5,No,17,3,2,1,6,1,3,3,2,1,2,1160.0,0.833
584,584,42,No,Frequent,RnD,8,3,Life Sciences,809,2,Male,3,5,Manager,4,Single,18430,1,No,13,3,2,1,24,4,2,24,7,14,9,-802.0,0.042
586,586,24,No,None,RnD,9,3,Life Sciences,812,3,Male,2,1,Laboratory Technician,2,Single,2694,1,No,11,3,3,3,1,4,3,1,0,0,0,24.0,1.0
587,587,52,No,Rare,RnD,11,4,Life Sciences,813,4,Female,3,2,Laboratory Technician,3,Married,3149,8,No,20,4,2,1,9,3,3,5,2,1,4,-2191.0,0.889
588,588,50,No,Rare,RnD,2,3,Medical,815,3,Male,3,4,Research Director,3,Married,17639,5,No,16,3,4,0,30,3,3,4,3,0,3,1485.0,0.167
590,590,33,No,Rare,RnD,7,3,Medical,817,3,Male,3,3,Research Director,3,Married,11691,0,No,11,3,4,0,14,3,4,13,9,3,7,1711.0,0.0
592,592,47,No,Rare,RnD,2,2,Other,820,3,Female,3,4,Manager,4,Married,16752,1,Yes,11,3,3,1,26,3,2,26,14,3,0,598.0,0.038
593,593,36,No,Rare,RnD,1,3,Other,823,3,Female,3,2,Manufacturing Director,2,Married,5228,0,No,15,3,1,1,10,2,3,9,7,0,5,-112.0,0.0
594,594,29,No,Rare,RnD,23,2,Life Sciences,824,3,Male,4,1,Research Scientist,3,Married,2700,1,No,24,4,3,1,10,3,3,10,7,0,7,30.0,0.1
596,596,35,No,Rare,RnD,1,4,Life Sciences,826,4,Female,4,1,Research Scientist,3,Single,2506,3,No,13,3,3,0,7,0,3,2,2,2,2,-164.0,0.429
597,597,42,No,Rare,RnD,1,2,Life Sciences,827,4,Female,2,2,Manufacturing Director,4,Married,6062,9,Yes,13,3,4,1,8,4,3,4,3,0,2,722.0,1.125
599,599,36,No,Rare,HR,13,3,Human Resources,829,3,Male,3,1,Human Resources,2,Married,2143,4,No,13,3,2,1,8,2,3,5,2,0,4,-527.0,0.5
600,600,32,No,Rare,RnD,4,3,Life Sciences,830,3,Female,2,2,Manufacturing Director,3,Married,6162,1,No,12,3,3,1,14,3,3,14,13,6,8,822.0,0.071
601,601,40,No,Frequent,RnD,16,4,Medical,832,1,Male,2,2,Laboratory Technician,3,Single,5094,6,No,14,3,4,0,10,6,3,1,0,0,0,-246.0,0.6
602,602,30,No,Rare,RnD,2,3,Medical,833,3,Female,2,2,Manufacturing Director,4,Single,6877,5,Yes,24,4,2,0,12,4,2,0,0,0,0,1537.0,0.417
603,603,45,No,Rare,RnD,2,3,Life Sciences,834,2,Female,2,1,Research Scientist,3,Single,2274,1,No,14,3,4,0,1,3,3,1,0,0,0,-396.0,1.0
604,604,42,No,Rare,RnD,29,3,Life Sciences,836,2,Male,3,2,Manufacturing Director,2,Married,4434,1,No,13,3,4,1,10,3,2,9,8,7,8,-906.0,0.1
605,605,38,No,Frequent,RnD,12,3,Life Sciences,837,1,Male,2,2,Healthcare Representative,1,Single,6288,2,No,15,3,3,1,13,3,2,4,3,1,2,948.0,0.154
606,606,34,No,Frequent,RnD,16,4,Life Sciences,838,3,Female,2,1,Research Scientist,4,Single,2553,1,No,16,3,3,0,6,3,3,5,2,1,3,-117.0,0.167
609,609,43,No,Rare,RnD,14,2,Life Sciences,843,2,Male,3,4,Research Director,1,Married,17159,6,No,24,4,3,1,22,3,3,4,1,1,0,1005.0,0.273
610,610,27,No,Rare,RnD,5,1,Technical Degree,844,3,Male,2,3,Research Director,4,Single,12808,1,Yes,16,3,2,1,9,3,3,9,8,0,8,2828.0,0.111
611,611,35,No,Rare,RnD,7,3,Other,845,3,Male,3,3,Manufacturing Director,3,Single,10221,3,No,21,4,2,0,17,3,4,8,5,1,6,241.0,0.176
612,612,28,No,Rare,Sales,2,4,Marketing,846,2,Female,3,2,Sales Executive,2,Married,4779,1,Yes,20,4,1,0,8,2,3,8,7,7,5,-561.0,0.125
