,ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,RelIncAtLev,JobSwitchRate
350,350,42,No,Rare,HR,2,1,Technical Degree,470,3,Male,3,1,Human Resources,3,Single,2696.0,0,Yes,11,3,3,1,4,5,3,3,2,1,0,-11.100000000000364,0.0
351,351,32,No,Rare,RnD,2,3,Medical,471,3,Female,3,1,Laboratory Technician,2,Married,2370.0,1,No,13,3,3,1,8,4,3,8,0,0,7,-337.10000000000036,0.125
352,352,48,No,Rare,Sales,29,1,Medical,473,1,Female,3,3,Manager,3,Married,12504.0,3,No,21,4,2,1,15,3,1,0,0,0,0,2394.0,0.2
353,353,37,No,Rare,RnD,6,3,Medical,474,3,Male,4,2,Research Scientist,1,Single,5974.0,4,Yes,13,3,1,2,13,2,3,7,7,6,7,597.5,0.308
354,354,30,No,None,Sales,25,2,Technical Degree,475,4,Female,3,2,Sales Executive,3,Married,4736.0,7,Yes,12,3,2,1,4,2,4,2,2,2,2,-640.5,1.75
355,355,26,No,Rare,Sales,1,3,Life Sciences,476,3,Male,3,2,Sales Executive,3,Married,5296.0,1,No,17,3,2,1,8,3,3,8,7,7,7,-80.5,0.125
356,356,42,No,Rare,RnD,2,4,Other,477,1,Male,2,2,Healthcare Representative,4,Single,6781.0,3,No,23,4,2,0,14,6,3,1,0,0,0,1404.5,0.214
357,357,21,Yes,Frequent,Sales,1,1,Technical Degree,478,1,Female,2,1,Sales Representative,2,Single,2391.4,1,Yes,11,3,3,0,3,3,3,3,2,1,2,-315.7000000000003,0.333
358,358,36,No,None,Sales,1,5,Medical,479,4,Female,3,2,Sales Executive,4,Single,6653.0,4,No,15,3,2,0,7,6,3,1,0,0,0,1276.5,0.571
359,359,36,No,Frequent,Sales,3,4,Medical,481,1,Male,2,3,Sales Executive,4,Married,9699.0,4,No,11,3,1,1,16,2,3,13,9,1,12,-411.0,0.25
360,360,57,No,Rare,RnD,1,4,Medical,482,4,Male,3,2,Healthcare Representative,3,Married,6755.0,2,No,11,3,3,0,15,2,3,3,2,1,2,1378.5,0.133
361,361,40,No,Rare,RnD,10,4,Life Sciences,483,4,Female,4,1,Laboratory Technician,3,Married,2213.0,3,Yes,13,3,3,1,10,3,3,7,7,1,7,-494.10000000000036,0.3
362,362,21,No,None,Sales,9,2,Medical,484,1,Male,3,1,Sales Representative,4,Single,2610.0,1,No,24,4,3,0,3,3,2,3,2,2,2,-97.10000000000036,0.333
363,363,33,Yes,Rare,Sales,5,3,Marketing,485,4,Female,3,1,Sales Representative,3,Single,3136.1000000000004,1,Yes,13,3,2,0,1,2,3,1,0,0,0,429.0,1.0
364,364,37,No,Rare,RnD,10,3,Medical,486,3,Female,3,1,Laboratory Technician,1,Married,3452.0,6,No,20,4,2,1,17,3,3,5,4,0,3,744.8999999999996,0.353
365,365,46,No,None,RnD,7,4,Medical,487,3,Female,3,2,Manufacturing Director,3,Married,5258.0,2,No,14,3,3,0,7,2,4,1,0,0,0,-118.5,0.286
366,366,41,Yes,Frequent,Sales,4,3,Marketing,488,1,Male,3,2,Sales Executive,2,Single,10290.5,1,No,18,3,3,0,8,5,3,8,7,7,7,4914.0,0.125
367,367,50,No,Rare,RnD,10,3,Technical Degree,491,4,Male,2,3,Healthcare Representative,4,Single,10496.0,6,No,15,3,4,0,20,2,3,4,3,1,3,386.0,0.3
368,368,40,Yes,Rare,Sales,22,2,Marketing,492,3,Male,2,2,Sales Executive,3,Married,7018.000000000001,2,Yes,12,3,1,2,8,6,3,6,4,1,0,1641.500000000001,0.25
369,369,31,No,Rare,RnD,9,4,Life Sciences,493,3,Male,2,1,Research Scientist,2,Single,2657.0,0,Yes,16,3,4,0,3,5,3,2,2,2,2,-50.100000000000364,0.0
370,370,21,Yes,Rare,Sales,12,3,Life Sciences,494,3,Female,4,1,Sales Representative,2,Single,2987.6000000000004,1,No,15,3,4,0,1,0,3,1,0,0,0,280.5,1.0
371,371,29,No,Rare,RnD,23,3,Life Sciences,495,4,Male,3,1,Research Scientist,4,Single,2201.0,9,No,16,3,4,0,6,4,3,3,2,1,2,-506.10000000000036,1.5
372,372,35,No,Rare,RnD,9,4,Life Sciences,496,3,Male,2,2,Healthcare Representative,2,Single,6540.0,9,No,19,3,3,0,10,5,3,1,1,0,0,1163.5,0.9
373,373,27,No,Rare,RnD,1,2,Medical,497,4,Male,3,1,Laboratory Technician,2,Single,3816.0,1,No,11,3,2,1,5,2,3,5,2,0,4,1108.8999999999996,0.2
374,374,28,No,Rare,Sales,9,4,Life Sciences,498,2,Male,3,2,Sales Executive,4,Single,5253.0,1,No,16,3,4,0,7,1,3,7,5,0,7,-123.5,0.143
375,375,49,No,Rare,RnD,7,3,Other,499,2,Male,2,3,Healthcare Representative,3,Single,10965.0,8,No,24,4,3,0,26,2,3,5,2,0,0,855.0,0.308
376,376,51,No,Rare,Sales,14,2,Life Sciences,500,3,Female,3,2,Sales Executive,4,Married,4936.0,4,No,11,3,3,1,18,2,2,7,7,0,7,-440.5,0.222
377,377,36,No,Rare,RnD,2,3,Life Sciences,501,4,Female,3,1,Research Scientist,3,Married,2543.0,4,No,13,3,2,1,6,3,3,2,2,2,2,-164.10000000000036,0.667
378,378,34,Yes,None,Sales,19,3,Marketing,502,1,Male,4,2,Sales Executive,4,Single,5834.400000000001,8,Yes,13,3,2,0,9,3,2,5,2,0,4,457.90000000000055,0.889
379,379,55,No,Rare,RnD,2,3,Life Sciences,505,3,Female,3,4,Manager,4,Single,16659.0,2,Yes,13,3,3,0,30,2,3,5,4,1,2,505.0,0.067
380,380,24,No,Rare,Sales,10,4,Marketing,507,4,Female,3,2,Sales Executive,3,Single,4260.0,1,Yes,12,3,4,1,5,2,4,5,2,0,3,-1116.5,0.2
381,381,30,No,Rare,Sales,2,1,Technical Degree,508,3,Male,3,1,Sales Representative,2,Married,2476.0,1,No,18,3,1,1,1,3,3,1,0,0,0,-231.10000000000036,1.0
382,382,26,Yes,Frequent,RnD,3,1,Technical Degree,510,3,Male,3,1,Research Scientist,1,Single,3412.2000000000003,0,No,22,4,3,0,7,2,3,6,4,0,4,705.0999999999999,0.0
383,383,22,No,Rare,RnD,11,3,Medical,511,1,Female,3,1,Research Scientist,2,Married,2244.0,1,No,13,3,4,1,2,1,3,2,1,1,2,-463.10000000000036,0.5
384,384,36,No,Rare,Sales,2,2,Medical,513,2,Male,2,3,Sales Executive,3,Married,7596.0,1,No,13,3,2,2,10,2,3,10,9,9,0,-2514.0,0.1
385,385,30,Yes,Frequent,RnD,4,3,Technical Degree,514,3,Male,3,1,Research Scientist,4,Single,2513.5,9,Yes,23,4,3,0,3,4,3,1,0,0,0,-193.60000000000036,3.0
386,386,37,No,Rare,RnD,14,3,Life Sciences,515,4,Female,3,1,Laboratory Technician,1,Single,3034.0,1,No,12,3,3,1,18,2,2,18,7,12,17,326.89999999999964,0.056
387,387,40,No,Rare,Sales,2,2,Marketing,516,4,Female,3,2,Sales Executive,2,Single,5715.0,7,No,12,3,3,2,8,5,3,5,4,1,3,338.5,0.875
388,388,42,No,Rare,RnD,1,4,Life Sciences,517,2,Female,3,1,Laboratory Technician,1,Single,2576.0,3,No,16,3,2,1,8,5,3,5,2,1,2,-131.10000000000036,0.375
389,389,37,No,Rare,RnD,10,4,Life Sciences,518,3,Male,3,2,Manufacturing Director,2,Single,4197.0,2,Yes,12,3,4,0,18,2,2,1,0,0,1,-1179.5,0.111
390,390,43,No,Rare,RnD,12,3,Life Sciences,520,1,Male,2,4,Research Director,2,Single,14336.0,1,No,11,3,3,1,25,3,3,25,10,3,9,-1818.0,0.04
391,391,40,No,Rare,RnD,2,3,Medical,521,2,Female,2,2,Laboratory Technician,3,Married,3448.0,6,No,22,4,2,1,20,3,3,1,0,0,0,-1928.5,0.3
392,392,54,No,Rare,RnD,5,2,Medical,522,1,Male,3,5,Research Director,1,Married,19406.0,4,No,11,3,3,1,24,4,2,4,2,1,2,169.0,0.167
393,393,34,No,None,Sales,4,4,Marketing,523,3,Female,3,2,Sales Executive,3,Married,6538.0,9,No,15,3,1,1,6,3,3,3,2,1,2,1161.5,1.5
394,394,31,No,Rare,RnD,7,2,Medical,524,2,Female,3,2,Manufacturing Director,1,Married,4306.0,1,No,12,3,2,1,13,5,1,13,10,3,12,-1070.5,0.077
395,395,43,No,Frequent,RnD,21,3,Medical,525,4,Male,3,1,Laboratory Technician,4,Married,2258.0,7,No,20,4,1,1,8,1,3,3,2,1,2,-449.10000000000036,0.875
396,396,43,No,Rare,RnD,8,4,Other,526,3,Female,3,2,Healthcare Representative,3,Single,4522.0,4,Yes,14,3,4,0,8,3,3,5,2,0,2,-854.5,0.5
397,397,25,No,Rare,Sales,4,2,Life Sciences,527,2,Female,2,2,Sales Executive,4,Single,4487.0,1,Yes,11,3,2,0,5,3,3,5,4,1,3,-889.5,0.2
398,398,37,No,None,RnD,25,5,Medical,529,2,Female,3,2,Research Scientist,3,Married,4449.0,3,Yes,15,3,1,2,15,2,3,13,11,10,7,-927.5,0.2
399,399,31,No,Rare,RnD,1,2,Life Sciences,530,4,Male,2,1,Laboratory Technician,1,Married,2218.0,1,No,12,3,3,1,4,3,3,4,2,3,2,-489.10000000000036,0.25
400,400,39,No,Frequent,RnD,1,1,Life Sciences,531,2,Male,3,5,Manager,3,Single,19197.0,1,Yes,14,3,3,1,21,3,3,21,8,1,6,-40.0,0.048
401,401,56,No,Frequent,Sales,6,3,Life Sciences,532,3,Female,4,4,Sales Executive,1,Married,13212.0,9,No,11,3,4,3,36,0,2,7,7,7,7,-2942.0,0.25
402,402,30,No,Rare,Sales,12,3,Technical Degree,533,2,Female,3,2,Sales Executive,3,Single,6577.0,0,No,11,3,2,0,6,6,3,5,4,4,4,1200.5,0.0
403,403,41,No,Rare,Sales,1,3,Marketing,534,2,Male,4,3,Sales Executive,1,Married,8392.0,1,No,16,3,3,1,10,2,3,10,7,0,7,-1718.0,0.1
404,404,28,No,Rare,RnD,17,2,Medical,536,3,Male,3,2,Laboratory Technician,1,Single,4558.0,1,No,12,3,4,1,10,2,3,10,0,1,8,-818.5,0.1
405,405,25,Yes,Rare,RnD,3,3,Medical,538,1,Male,3,1,Laboratory Technician,1,Married,4434.1,5,No,13,3,3,1,6,5,3,2,2,0,2,1727.0,0.833
406,406,52,No,Rare,RnD,3,3,Medical,543,4,Male,2,3,Manufacturing Director,3,Married,7969.0,2,Yes,14,3,3,0,28,4,3,5,4,0,4,-2141.0,0.071
407,407,45,No,Rare,RnD,10,2,Life Sciences,544,1,Male,3,1,Research Scientist,4,Married,2654.0,3,No,21,4,4,2,8,3,2,2,2,0,2,-53.100000000000364,0.375
408,408,52,No,Rare,RnD,4,2,Life Sciences,546,4,Female,3,4,Manager,4,Married,16555.0,2,No,13,3,4,0,31,2,1,5,2,1,4,401.0,0.065
409,409,42,No,Frequent,RnD,29,2,Life Sciences,547,1,Female,3,2,Research Scientist,3,Single,4556.0,2,No,11,3,2,1,19,3,3,5,4,0,2,-820.5,0.105
410,410,30,No,Rare,RnD,2,3,Life Sciences,548,3,Female,1,2,Manufacturing Director,4,Single,6091.0,2,No,20,4,3,0,11,2,3,5,4,0,2,714.5,0.182
411,411,60,No,Rare,RnD,7,3,Life Sciences,549,1,Female,3,5,Manager,1,Married,19566.0,5,No,11,3,4,0,33,5,1,29,8,11,10,329.0,0.152
412,412,46,No,Rare,RnD,18,3,Medical,550,3,Female,3,2,Manufacturing Director,3,Single,4810.0,2,No,14,3,3,1,19,5,2,10,7,0,8,-566.5,0.105
413,413,42,No,Frequent,RnD,28,4,Technical Degree,551,4,Female,2,2,Healthcare Representative,4,Married,4523.0,0,No,11,3,4,3,7,4,4,6,5,0,4,-853.5,0.0
414,414,24,Yes,Rare,Sales,1,1,Technical Degree,554,1,Female,3,1,Sales Representative,2,Single,3522.2000000000003,1,Yes,16,3,2,0,6,4,3,5,3,1,4,815.0999999999999,0.167
415,415,34,Yes,Frequent,Sales,6,2,Marketing,555,4,Female,1,1,Sales Representative,3,Single,2586.1000000000004,0,No,16,3,4,1,3,3,2,2,2,1,0,-121.0,0.0
416,416,38,No,Frequent,RnD,2,2,Life Sciences,556,4,Male,3,1,Laboratory Technician,4,Married,1702.0,1,Yes,23,4,3,1,1,3,3,1,0,0,0,-1005.1000000000004,1.0
417,417,40,No,Rare,Sales,2,4,Life Sciences,558,3,Female,3,5,Manager,3,Married,18041.0,0,No,14,3,4,0,21,2,3,20,15,1,12,-1196.0,0.0
418,418,26,No,Rare,RnD,23,3,Life Sciences,560,1,Female,3,1,Research Scientist,4,Single,2886.0,1,No,22,4,2,2,3,3,1,3,2,0,2,178.89999999999964,0.333
419,419,30,No,None,RnD,3,3,Life Sciences,562,3,Male,3,1,Laboratory Technician,4,Married,2097.0,4,No,15,3,3,1,9,3,1,5,3,1,4,-610.1000000000004,0.444
420,420,29,No,Rare,RnD,3,4,Medical,564,2,Male,2,3,Research Director,3,Married,11935.0,1,No,18,3,3,0,10,2,3,10,2,0,7,1825.0,0.1
421,421,29,Yes,Rare,RnD,25,5,Technical Degree,565,3,Female,2,1,Research Scientist,2,Married,2800.6000000000004,5,No,16,3,2,0,6,2,4,2,2,1,1,93.5,0.833
422,422,19,Yes,Rare,HR,2,2,Technical Degree,566,1,Male,2,1,Human Resources,4,Single,2820.4,1,No,12,3,3,0,1,3,4,1,0,0,0,113.29999999999973,1.0
423,423,30,No,None,Sales,22,4,Other,567,3,Female,3,3,Sales Executive,1,Married,8412.0,0,No,11,3,3,0,10,3,3,9,8,7,8,-1698.0,0.0
424,424,57,No,Rare,Sales,29,3,Marketing,568,1,Male,2,4,Manager,4,Single,14118.0,3,No,12,3,3,1,32,3,2,1,0,0,0,-2036.0,0.094
425,425,50,No,Rare,RnD,29,4,Life Sciences,569,2,Male,2,4,Manager,3,Married,17046.0,0,No,15,3,2,1,28,2,3,27,10,15,7,892.0,0.0
426,426,30,No,None,RnD,2,3,Medical,571,3,Female,3,1,Laboratory Technician,4,Single,2564.0,0,No,14,3,3,0,12,2,2,11,7,6,7,-143.10000000000036,0.0
427,427,60,No,Frequent,Sales,28,3,Marketing,573,3,Female,2,3,Sales Executive,1,Married,10266.0,4,No,19,3,4,0,22,5,4,18,13,13,11,156.0,0.182
428,428,47,No,Rare,RnD,2,2,Medical,574,1,Female,3,2,Manufacturing Director,4,Single,5070.0,5,No,13,3,3,3,20,2,3,5,0,0,4,-306.5,0.25
429,429,46,No,Rare,RnD,2,3,Life Sciences,575,1,Male,3,4,Research Director,3,Married,17861.0,6,No,13,3,3,0,26,2,1,3,2,0,1,1707.0,0.231
430,430,35,No,Rare,RnD,22,3,Life Sciences,577,4,Male,1,1,Laboratory Technician,3,Single,4230.0,0,No,15,3,3,0,6,2,3,5,4,4,3,1522.8999999999996,0.0
431,431,54,No,Rare,RnD,8,4,Life Sciences,578,3,Female,3,2,Laboratory Technician,3,Single,3780.0,7,No,11,3,3,0,19,3,3,1,0,0,0,-1596.5,0.368
432,432,34,No,Rare,RnD,2,4,Life Sciences,579,4,Male,2,1,Research Scientist,3,Single,2768.0,3,No,12,3,3,1,14,3,3,7,3,5,7,60.899999999999636,0.214
433,433,46,No,Rare,Sales,10,3,Marketing,580,3,Female,2,3,Sales Executive,4,Married,9071.0,2,Yes,19,3,3,1,15,3,3,3,2,1,2,-1039.0,0.133
434,434,31,No,Rare,RnD,9,1,Life Sciences,581,3,Male,3,3,Manufacturing Director,2,Single,10648.0,1,No,25,4,4,1,13,6,4,13,8,0,8,538.0,0.077
435,435,33,Yes,Rare,RnD,15,1,Medical,582,2,Male,3,3,Manager,3,Married,14971.000000000002,7,Yes,12,3,4,0,15,2,4,7,6,7,7,4861.000000000002,0.467
436,436,33,Yes,Rare,RnD,10,1,Medical,584,1,Male,1,1,Laboratory Technician,4,Single,3748.8,7,No,13,3,1,3,8,2,3,4,3,1,3,1041.6999999999998,0.875
437,437,30,No,Rare,Sales,7,1,Marketing,585,4,Male,3,1,Sales Representative,2,Single,2983.0,0,No,14,3,1,0,4,3,3,3,2,1,2,275.89999999999964,0.0
438,438,35,No,Rare,RnD,16,3,Life Sciences,586,4,Male,3,3,Healthcare Representative,3,Married,7632.0,4,Yes,12,3,3,0,10,2,3,8,7,0,0,-2478.0,0.4
439,439,31,Yes,Frequent,RnD,20,3,Life Sciences,587,1,Male,3,3,Healthcare Representative,3,Married,10806.400000000001,3,No,12,3,1,0,12,2,3,1,0,0,0,696.4000000000015,0.25
440,440,34,Yes,Frequent,HR,23,3,Human Resources,590,2,Female,3,3,Human Resources,1,Single,10945.0,9,Yes,15,3,3,3,11,2,3,3,2,0,2,835.0,0.818
441,441,42,No,Frequent,RnD,5,2,Other,591,2,Male,3,1,Laboratory Technician,3,Married,2093.0,4,No,17,3,4,1,8,4,3,2,2,2,0,-614.1000000000004,0.5
442,442,36,No,None,Sales,10,4,Medical,592,2,Male,3,3,Sales Executive,4,Single,9980.0,1,No,14,3,4,0,10,3,2,10,3,9,7,-130.0,0.1
443,443,22,Yes,Frequent,RnD,4,1,Technical Degree,593,3,Male,2,1,Laboratory Technician,3,Single,4283.400000000001,5,No,16,3,3,0,4,3,3,2,2,1,2,1576.3000000000002,1.25
444,444,48,No,Rare,Sales,2,5,Marketing,595,2,Female,3,2,Sales Executive,4,Married,4051.0,2,No,14,3,1,1,14,2,3,9,7,6,7,-1325.5,0.143
445,445,55,No,Rare,Sales,18,5,Life Sciences,597,1,Female,3,4,Manager,2,Single,16835.0,3,No,23,4,4,0,37,2,3,10,9,7,7,681.0,0.081
446,446,41,No,None,Sales,10,2,Life Sciences,599,4,Male,3,2,Sales Executive,4,Single,6230.0,7,No,14,3,4,0,16,3,3,14,3,1,10,853.5,0.438
447,447,35,No,Rare,Sales,1,3,Marketing,600,2,Male,3,2,Sales Executive,3,Married,4717.0,9,No,11,3,3,0,15,2,3,11,9,6,9,-659.5,0.6
448,448,40,No,Rare,RnD,6,3,Life Sciences,601,2,Female,3,4,Manufacturing Director,3,Single,13237.0,7,No,15,3,3,0,22,3,3,20,6,5,13,-2917.0,0.318
449,449,39,No,Frequent,RnD,8,1,Life Sciences,602,3,Female,3,1,Laboratory Technician,3,Married,3755.0,1,No,11,3,1,1,8,3,3,8,3,0,7,1047.8999999999996,0.125
450,450,31,No,Rare,Sales,2,1,Life Sciences,604,2,Male,3,2,Sales Executive,4,Single,6582.0,4,Yes,13,3,3,0,10,2,4,6,5,0,5,1205.5,0.4
451,451,42,No,Rare,RnD,24,3,Medical,605,4,Male,3,3,Manufacturing Director,1,Married,7406.0,1,Yes,21,4,4,1,10,5,2,10,9,5,8,-2704.0,0.1
452,452,45,No,Rare,Sales,2,3,Other,606,4,Male,3,2,Sales Executive,2,Married,4805.0,0,No,19,3,2,1,9,3,4,8,7,3,7,-571.5,0.0
453,453,26,Yes,Frequent,HR,17,4,Life Sciences,608,2,Female,3,1,Human Resources,3,Single,3015.1000000000004,0,Yes,11,3,2,1,8,2,2,7,7,1,0,308.0,0.0
454,454,29,No,Rare,RnD,19,3,Technical Degree,611,4,Male,3,2,Manufacturing Director,4,Single,4262.0,4,No,12,3,2,2,8,2,4,3,2,1,2,-1114.5,0.5
455,455,33,No,Rare,RnD,1,5,Medical,612,1,Female,4,4,Research Director,3,Single,16184.0,4,No,19,3,3,1,10,2,3,6,1,0,5,30.0,0.4
456,456,31,No,Rare,Sales,7,3,Life Sciences,613,3,Male,2,3,Manager,4,Single,11557.0,9,No,21,4,3,1,10,3,2,5,4,0,1,1447.0,0.9
457,457,18,Yes,Frequent,Sales,5,3,Marketing,614,2,Male,3,1,Sales Representative,2,Single,2065.8,1,Yes,14,3,4,0,0,3,3,0,0,0,0,-641.3000000000002,inf
458,458,40,No,None,Sales,28,3,Other,615,3,Male,1,3,Sales Executive,1,Single,10932.0,3,No,15,3,3,1,20,2,3,1,0,0,1,822.0,0.15
459,459,41,No,None,RnD,2,4,Other,616,1,Female,2,2,Healthcare Representative,3,Single,6811.0,2,Yes,17,3,1,0,10,3,3,8,7,0,7,1434.5,0.2
460,460,26,No,Rare,Sales,29,2,Medical,618,1,Male,3,2,Sales Executive,3,Single,4306.0,5,No,12,3,1,2,8,5,3,0,0,0,0,-1070.5,0.625
461,461,35,No,Rare,Sales,1,3,Medical,620,1,Female,3,2,Sales Executive,3,Single,4859.0,1,No,16,3,4,0,5,3,3,5,4,0,3,-517.5,0.2
462,462,34,No,Rare,Sales,21,4,Life Sciences,621,4,Male,4,2,Sales Executive,4,Single,5337.0,1,No,12,3,4,0,10,3,3,10,7,5,7,-39.5,0.1
463,463,26,Yes,Rare,RnD,24,3,Technical Degree,622,3,Male,1,1,Laboratory Technician,4,Single,2574.0,1,Yes,18,3,2,0,1,3,1,1,0,0,0,-133.10000000000036,1.0
464,464,37,No,Rare,RnD,1,3,Technical Degree,623,2,Female,3,3,Manufacturing Director,4,Single,7491.0,4,No,17,3,4,0,12,3,4,6,5,1,2,-2619.0,0.333
465,465,46,No,Frequent,RnD,18,1,Medical,624,1,Female,3,3,Healthcare Representative,3,Married,10527.0,5,No,11,3,4,0,28,3,2,2,2,1,2,417.0,0.179
466,466,41,No,Rare,Sales,2,5,Life Sciences,625,2,Female,3,4,Manager,1,Married,16595.0,7,No,16,3,2,1,22,2,3,18,16,11,8,441.0,0.318
467,467,37,No,None,Sales,9,4,Medical,626,1,Male,3,3,Sales Executive,2,Single,8834.0,1,No,13,3,4,1,9,6,3,9,5,7,7,-1276.0,0.111
468,468,52,No,Rare,RnD,6,2,Technical Degree,630,4,Male,3,2,Research Scientist,1,Single,5577.0,3,Yes,12,3,2,2,18,3,3,10,9,6,9,200.5,0.167
469,469,32,Yes,None,Sales,11,4,Other,631,4,Male,4,2,Sales Executive,3,Married,5177.700000000001,8,No,12,3,4,0,6,2,3,4,2,1,2,-198.79999999999927,1.333
470,470,24,No,Frequent,Sales,24,3,Medical,632,4,Male,3,1,Sales Representative,4,Married,2400.0,0,No,13,3,3,2,3,3,3,2,2,2,1,-307.10000000000036,0.0
471,471,38,No,Rare,RnD,10,3,Medical,634,3,Female,3,2,Healthcare Representative,3,Married,9824.0,3,No,19,3,3,1,18,4,3,1,0,0,0,4447.5,0.167
472,472,37,No,Rare,RnD,1,4,Life Sciences,635,2,Female,3,2,Manufacturing Director,2,Married,6447.0,6,No,12,3,2,1,8,2,2,6,5,4,3,1070.5,0.75
473,473,49,No,Rare,RnD,18,4,Life Sciences,638,4,Male,2,5,Research Director,3,Single,19502.0,1,Yes,17,3,3,1,31,5,3,31,9,0,9,265.0,0.032
474,474,24,No,Rare,RnD,23,3,Medical,639,2,Male,4,1,Research Scientist,4,Married,2725.0,1,Yes,11,3,2,2,6,3,3,6,5,1,4,17.899999999999636,0.167
475,475,26,No,Rare,Sales,28,2,Marketing,641,1,Male,3,2,Sales Executive,2,Married,6272.0,1,No,20,4,4,2,6,5,4,5,3,1,4,895.5,0.167
476,476,24,No,Rare,RnD,17,2,Other,643,4,Male,2,1,Laboratory Technician,2,Married,2127.0,1,No,21,4,4,1,1,2,3,1,0,0,0,-580.1000000000004,1.0
477,477,50,No,Frequent,HR,3,3,Medical,644,1,Male,3,5,Manager,2,Married,18200.0,1,No,11,3,3,1,32,2,3,32,5,10,7,-1037.0,0.031
478,478,25,No,Rare,Sales,13,1,Medical,645,2,Male,3,1,Sales Representative,3,Married,2096.0,1,No,11,3,3,0,7,1,3,7,4,0,6,-611.1000000000004,0.143
479,479,24,Yes,Frequent,RnD,7,3,Life Sciences,647,1,Female,3,1,Laboratory Technician,3,Married,3174.6000000000004,1,Yes,16,3,4,1,6,4,3,6,3,1,2,467.5,0.167
480,480,30,Yes,Frequent,Sales,12,4,Life Sciences,648,2,Male,2,1,Sales Representative,1,Married,2236.3,1,No,18,3,3,1,1,2,4,1,0,0,0,-470.8000000000002,1.0
481,481,34,No,Rare,RnD,1,2,Life Sciences,649,2,Male,2,1,Research Scientist,4,Married,3622.0,1,Yes,13,3,4,1,6,3,3,6,5,1,3,914.8999999999996,0.167
482,482,31,Yes,Rare,Sales,13,4,Medical,650,2,Male,3,2,Sales Executive,1,Single,4656.3,2,No,17,3,3,0,9,2,1,3,1,1,2,-720.1999999999998,0.222
483,483,35,No,Rare,RnD,25,2,Other,652,1,Male,2,2,Laboratory Technician,4,Single,3681.0,4,No,14,3,4,0,9,3,3,3,2,0,2,-1695.5,0.444
484,484,31,No,Rare,Sales,6,4,Medical,653,1,Male,4,2,Sales Executive,4,Single,5460.0,4,No,22,4,4,2,13,4,4,7,7,5,7,83.5,0.308
485,485,27,No,Rare,RnD,6,4,Medical,655,1,Female,2,1,Research Scientist,3,Single,2187.0,0,No,12,3,3,2,6,5,2,5,3,0,3,-520.1000000000004,0.0
486,486,37,No,Rare,Sales,2,3,Marketing,656,4,Male,3,2,Sales Executive,3,Married,9602.0,4,Yes,11,3,3,1,17,3,2,3,0,1,0,4225.5,0.235
487,487,20,No,Rare,RnD,1,3,Life Sciences,657,4,Female,2,1,Research Scientist,2,Single,2836.0,1,No,13,3,4,0,1,0,4,1,0,0,0,128.89999999999964,1.0
488,488,42,No,Rare,RnD,2,4,Life Sciences,659,3,Female,3,2,Healthcare Representative,4,Married,4089.0,1,No,13,3,2,2,10,4,3,10,2,2,2,-1287.5,0.1
489,489,43,No,Rare,RnD,6,4,Other,661,2,Male,2,4,Research Director,4,Single,16627.0,4,Yes,14,3,3,1,21,3,2,1,0,0,0,473.0,0.19
490,490,38,No,Rare,RnD,1,1,Life Sciences,662,3,Female,3,1,Research Scientist,1,Single,2619.0,3,No,17,3,4,0,8,3,2,0,0,0,0,-88.10000000000036,0.375
491,491,43,No,Frequent,RnD,9,5,Medical,663,4,Male,3,2,Laboratory Technician,3,Single,5679.0,3,Yes,13,3,2,1,10,3,3,8,7,4,7,302.5,0.3
492,492,48,No,Rare,RnD,1,4,Life Sciences,664,4,Female,2,4,Manager,1,Married,15402.0,7,No,11,3,1,1,21,3,1,3,2,0,2,-752.0,0.333
493,493,44,No,Rare,HR,1,4,Life Sciences,665,1,Female,2,2,Human Resources,3,Single,5985.0,4,No,11,3,2,0,10,1,4,2,2,0,2,608.5,0.4
494,494,34,No,Rare,Sales,14,3,Technical Degree,666,3,Female,3,1,Sales Representative,3,Single,2579.0,1,Yes,18,3,4,2,8,3,3,8,2,0,6,-128.10000000000036,0.125
495,495,27,Yes,Rare,Sales,2,1,Marketing,667,3,Male,3,1,Sales Representative,1,Single,3345.1000000000004,0,No,11,3,2,1,5,3,3,4,3,0,2,638.0,0.0
496,496,21,No,Rare,Sales,22,1,Technical Degree,669,3,Male,3,1,Sales Representative,3,Single,3447.0,1,No,11,3,3,0,3,2,3,3,2,1,2,739.8999999999996,0.333
497,497,44,No,Rare,RnD,3,4,Other,671,4,Male,3,5,Manager,4,Married,19513.0,4,Yes,12,3,1,1,26,2,4,2,2,0,1,276.0,0.154
498,498,22,No,Rare,RnD,6,1,Medical,675,1,Male,3,1,Research Scientist,3,Married,2773.0,0,No,20,4,4,0,3,3,3,2,2,2,2,65.89999999999964,0.0
499,499,33,No,Rare,Sales,8,4,Marketing,677,3,Male,3,2,Sales Executive,3,Single,7104.0,0,No,12,3,4,0,6,3,3,5,0,1,2,1727.5,0.0
